stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
1328,,Ellington Rd and Webster Bank,41.826722,-72.558716,,,,
1330,,Ellington Rd and Buckland Rd,41.826712,-72.553745,,,,
1331,,Buckland Rd and Deming St,41.820435,-72.552702,,,,
1334,,Buckland Rd and Deming St,41.821069,-72.552506,,,,
1335,,Ellington Rd and Community Rd,41.826866,-72.554726,,,,
1337,,Ellington Rd and Opp Webster Bank,41.826902,-72.559018,,,,
1338,,Ellington Rd and Pierce Rd,41.826879,-72.565457,,,,
1339,,Ellington Rd and Victorian Woods Ln,41.82623,-72.57151,,,,
1340,,Ellington Rd and Opp Candlewood Dr,41.825945,-72.576494,,,,
1341,,Ellington Rd and Foster Rd,41.825587,-72.580727,,,,
1342,,Ellington Rd and Governors Hwy,41.825269,-72.582753,,,,
1346,,Windsor Ave and E Wolcott Ave,41.816379,-72.657089,,,,
1347,,Windsor Ave and Barber St,41.814377,-72.657191,,,,
1348,,Windsor Ave and Faneuil St,41.812724,-72.657595,,,,
1349,,Tower Ave and Melrose St,41.796888,-72.665221,,,,
1350,,Tower Ave and Cambridge St,41.797347,-72.668007,,,,
1351,,Tower Ave and Coventry St,41.800992,-72.690471,,,,
1352,,Tower Ave and Lebanon St,41.800871,-72.693611,,,,
1353,,Tower Ave and Blue Hills Ave,41.800792,-72.695138,,,,
1354,,Tower Ave and Cornwall St,41.80084,-72.698508,,,,
1355,,Tower Ave and Palm St,41.800575,-72.701562,,,,
1356,,Tower Ave and Lyme St,41.800292,-72.704533,,,,
1357,,Granby St and Tower Ave,41.800338,-72.706399,,,,
1358,,Granby St and Opp Durham St,41.802332,-72.707196,,,,
1359,,Nahum Dr and Boys and Girls Club,41.802896,-72.708128,,,,
1360,,Granby St and Nahum Dr,41.806176,-72.707698,,,,
1361,,Granby St and Tobey Rd,41.808482,-72.708373,,,,
1362,,Granby St and 85 Granby St,41.81019,-72.708625,,,,
1363,,Granby St and 72 Granby St,41.811495,-72.708744,,,,
1364,,Granby St and Home Depot,41.812755,-72.708875,,,,
1365,,Granby St and Cottage Grove Rd,41.816429,-72.709257,,,,
1366,,McDonalds and Copaco,41.816825,-72.713099,,,,
1367,,C V S and Copaco,41.816827,-72.714324,,,,
1368,,Silas Deane Hwy and Oxford St,41.720048,-72.667275,,,,
1369,,Silas Deane Hwy and Hillcrest Ave,41.715523,-72.664925,,,,
1370,,Silas Deane Hwy and Morrison Ave,41.714682,-72.664552,,,,
1371,,Silas Deane Hwy and Church St,41.71267,-72.663806,,,,
1372,,Silas Deane Hwy and Beaver Rd,41.710739,-72.663181,,,,
1373,,Silas Deane Hwy and Somerset St,41.708039,-72.662304,,,,
1374,,Silas Deane Hwy and Wells Rd,41.705464,-72.661414,,,,
1375,,Silas Deane Hwy and Stillwold Dr,41.70347,-72.660608,,,,
1376,,Silas Deane Hwy and Beverly Rd,41.700627,-72.659477,,,,
1377,,Silas Deane Hwy and Maple St,41.698195,-72.658539,,,,
1378,,Silas Deane Hwy and Mill St,41.691176,-72.656123,,,,
1379,,Silas Deane Hwy and Wethersfield Shp Ctr,41.695611,-72.657504,,,,
1381,,Silas Deane Hwy and Golf Brook Shp,41.686769,-72.655202,,,,
1382,,Silas Deane Hwy and Opp Executive Sq,41.684508,-72.654736,,,,
1383,,Silas Deane Hwy and D N Border,41.679036,-72.652837,,,,
1384,,Silas Deane Hwy and Interstate Package Store,41.67764,-72.651558,,,,
1385,,Silas Deane Hwy and 1845 Silas Deane Hwy,41.675904,-72.649578,,,,
1386,,Silas Deane Hwy and Parsonage St,41.672726,-72.645775,,,,
1390,,Mill St and Maple St,41.69042,-72.658678,,,,
1391,,Charter Rd and Maple St,41.688303,-72.659143,,,,
1392,,Charter Rd and Montague St,41.686292,-72.659148,,,,
1393,,Charter Rd and Davis Rd,41.684174,-72.659153,,,,
1405,,Parsonage St and Silas Deane Hwy,41.672457,-72.644978,,,,
1406,,Parsonage St and Old Main St,41.672935,-72.641649,,,,
1407,,Old Main St and Opp 549 Old Main St,41.671663,-72.639983,,,,
1408,,Old Main St and Church St,41.670295,-72.639091,,,,
1409,,Old Main St and Riverview Rd,41.667879,-72.637029,,,,
1410,,Old Main St and Town Hall,41.667004,-72.637564,,,,
1413,,Main St and Garden St,41.66286,-72.63922,,,,
1414,,Main St and 2433 Main St,41.662288,-72.639222,,,,
1415,,Main St and Grimes Rd,41.660626,-72.639359,,,,
1416,,Main St and 2589 Main St,41.658508,-72.639546,,,,
1417,,Main St and Opp 2660 Main St,41.656579,-72.640253,,,,
1418,,Main St and West St,41.6544,-72.64084,,,,
1419,,Main St and George Rd,41.649944,-72.643283,,,,
1420,,Main St and Gorman Rd,41.646971,-72.644959,,,,
1421,,Main St and Brook St,41.645524,-72.645665,,,,
1422,,Main St and Toll Gate Rd,41.643774,-72.646576,,,,
1423,,Main St and Martin Dr,41.639531,-72.648087,,,,
1424,,Main St and Cromwell Town Line,41.636941,-72.648879,,,,
1425,,Main St and 691 Main St,41.635761,-72.648919,,,,
1426,,Main St and 665 Main St,41.632733,-72.649676,,,,
1427,,Main St and 661 Main St,41.631911,-72.650053,,,,
1428,,Main St and Sunset Dr,41.630706,-72.6506,,,,
1429,,Main St and Goodrich Ave,41.629196,-72.65122,,,,
1430,,Main St and Freestone Ave,41.628152,-72.651658,,,,
1431,,Main St and Geer St,41.626883,-72.652206,,,,
1433,,Main St and Park Pl,41.622596,-72.653679,,,,
1434,,Main St and Oakwood Manor,41.62147,-72.653779,,,,
1435,,Main St and Shadow Ln,41.619925,-72.653928,,,,
1436,,Main St and Court St,41.619004,-72.654015,,,,
1437,,Main St and Fairview Hts,41.616752,-72.653549,,,,
1438,,Main St and 519 Main St,41.615849,-72.653273,,,,
1439,,Main St and Evergreen Rd,41.613686,-72.652601,,,,
1440,,Main St and 487 Main St,41.612157,-72.651928,,,,
1441,,Main St and Iron Gate Ln,41.610198,-72.650857,,,,
1442,,Hebron Ave and Western Blvd,41.714327,-72.591215,,,,
1443,,Main St and Norland Ave,41.602928,-72.64673,,,,
1444,,Main St and New Ln,41.601775,-72.646527,,,,
1445,,Main St and 385 Main St,41.600023,-72.646205,,,,
1446,,Main St and 373 Main St,41.598789,-72.645979,,,,
1447,,Main St and OPP 360 Main St,41.597779,-72.645788,,,,
1448,,Main St and 292 Main St,41.593017,-72.646079,,,,
1449,,Main St and South St,41.591391,-72.646385,,,,
1450,,Main St and Grand St,41.564754,-72.652397,,,,
1453,,Main St and William St,41.558127,-72.648319,,,,
1454,,Dekoven Dr and Union St,41.557282,-72.645144,,,,
1455,,Dekoven Dr and E Main St,41.55595,-72.644206,,,,
1456,,E Main St and Opp Maple St,41.554304,-72.643401,,,,
1457,,E Main St and Cooley Ave,41.552373,-72.642452,,,,
1458,,Silver St and E Main St,41.551451,-72.641186,,,,
1459,,Silver St and Elm St,41.551602,-72.640473,,,,
1460,,Silver St and 18 Silver St,41.55185,-72.639325,,,,
1461,,Silver St and Wall St,41.552001,-72.638563,,,,
1462,,Silver St and Evergreen Ave,41.552427,-72.636437,,,,
1463,,Silver St and Frissell Ter,41.55264,-72.635301,,,,
1464,,Silver St and Holmes Dr,41.553934,-72.628884,,,,
1465,,Silver St and Roosevelt Dr,41.55584,-72.624759,,,,
1468,,Silver St and 1000 Silver St,41.556579,-72.622788,,,,
1469,,Silver St and Opp Roosevelt Dr,41.555314,-72.625449,,,,
1471,,Silver St and Holmes Dr,41.554166,-72.628557,,,,
1472,,Silver St and Eastern Dr,41.553414,-72.633197,,,,
1473,,Silver St and Opp Frissell St,41.552818,-72.6353,,,,
1474,,Silver St and Walnut St,41.552251,-72.638164,,,,
1475,,Silver St and 18 Silver St,41.552073,-72.639058,,,,
1476,,Silver St and E Main St,41.551585,-72.641367,,,,
1481,,Main St and MLK Dr,41.557974,-72.647945,,,,
1482,,Main St and OPP TRINITY CHURCH,41.56106,-72.650002,,,,
1484,,Main St and Rappallo Ave,41.565075,-72.6523,,,,
1486,,Main St and South St,41.591409,-72.646143,,,,
1487,,Main St and 293 Main St,41.593043,-72.645849,,,,
1488,,Main St and 360 Main St,41.59769,-72.645559,,,,
1489,,Main St and 371 Main St,41.598968,-72.645797,,,,
1490,,MAIN ST and 378 Main St,41.600201,-72.646024,,,,
1491,,Main St and Riverview Pl,41.602168,-72.646369,,,,
1493,,Main St and Nooks Hill Rd,41.610234,-72.650615,,,,
1494,,Main St and 488 Main St,41.61238,-72.651783,,,,
1495,,Main St and Opp Evergreen Rd,41.613757,-72.652383,,,,
1496,,Main St and 524 Main St,41.616367,-72.653187,,,,
1497,,Main St and Eastwood Rd,41.619013,-72.653785,,,,
1498,,Main St and Shadow Ln,41.619915,-72.653698,,,,
1499,,Main St and Woodlawn Dr,41.621631,-72.653537,,,,
1500,,Main St and Opp Park Pl,41.622605,-72.65345,,,,
1501,,Main St and Opp Wildwood Rd,41.624141,-72.653083,,,,
1502,,Main St and Evensen Pl,41.624508,-72.653191,,,,
1503,,Main St and Opp Geer St,41.626508,-72.65211,,,,
1504,,Main St and Opp Freestone Ave,41.628196,-72.651392,,,,
1505,,Main St and Golf Club Rd,41.629768,-72.650735,,,,
1506,,Main St and 664 Main St,41.631232,-72.650115,,,,
1507,,Main St and 666 Main St,41.631724,-72.649884,,,,
1508,,Main St and Opp 691 Main St,41.635386,-72.648702,,,,
1509,,Main St and Cromwell Town Line,41.637208,-72.6486,,,,
1510,,Main St and Opp Martin Dr,41.639531,-72.647833,,,,
1511,,Main St and Dingwall Dr,41.559298,-72.648847,,,,
1512,,Main St and Ferry St,41.563439,-72.651446,,,,
1513,,Main St and Pleasant Valley Rd,41.641969,-72.647028,,,,
1514,,Main St and Toll Gate Rd,41.64347,-72.646468,,,,
1515,,Main St and Sawmill Rd,41.645327,-72.645496,,,,
1516,,Main St and Old Forge Rd,41.646934,-72.644705,,,,
1517,,Main St and Opp George Rd,41.649819,-72.643101,,,,
1518,,Main St and School St,41.650782,-72.642047,,,,
1519,,Main St and Opp West St,41.654551,-72.640561,,,,
1521,,Main St and 2660 Main St,41.657222,-72.639792,,,,
1522,,Main St and Dividend Rd,41.662091,-72.638993,,,,
1525,,Old Main St and Opp Town Hall,41.66687,-72.637383,,,,
1526,,Old Main St and 649 Old Main St,41.669113,-72.637776,,,,
1527,,Old Main St and Opp Church St,41.67042,-72.63891,,,,
1528,,Old Main St and 549 Old Main St,41.671404,-72.640056,,,,
1529,,Old Main St and Parsonage St,41.672889,-72.641057,,,,
1530,,Parsonage St and Silas Deane Hwy,41.672636,-72.645013,,,,
1536,,Main St and 2484 Main St,41.659947,-72.63918,,,,
1540,,Charter Rd and Opp Davis Rd,41.683736,-72.658924,,,,
1541,,Charter Rd and Opp Montague St,41.686292,-72.658846,,,,
1542,,Charter Rd and 38 Charter Rd,41.687123,-72.658892,,,,
1543,,Charter Rd and Maple St,41.688472,-72.658901,,,,
1544,,Mill St and Maple St,41.690581,-72.658811,,,,
1549,,Silas Deane Hwy and Stephney Place,41.675877,-72.649191,,,,
1550,,Silas Deane Hwy and Marshall Rd,41.677613,-72.651256,,,,
1551,,Silas Deane Hwy and Executive Sq,41.684525,-72.654494,,,,
1552,,Silas Deane Hwy and 1290 Silas Deane Hwy,41.685267,-72.654649,,,,
1553,,Silas Deane Hwy and 1260 Silas Deane Hwy,41.686376,-72.654876,,,,
1555,,Silas Deane Hwy and Wells Rd,41.705535,-72.661196,,,,
1556,,Silas Deane Hwy and Maple St,41.698266,-72.658321,,,,
1557,,Silas Deane Hwy and Burger King,41.69984,-72.65891,,,,
1558,,Silas Deane Hwy and Coleman Rd,41.701825,-72.659716,,,,
1559,,Silas Deane Hwy and Chamberlain Rd,41.702853,-72.660113,,,,
1560,,Silas Deane Hwy and Opp Stillwold Dr,41.703837,-72.66051,,,,
1561,,Silas Deane Hwy and Job Lot,41.707127,-72.661761,,,,
1562,,Silas Deane Hwy and Beaver Rd 1,41.708575,-72.662218,,,,
1563,,Silas Deane Hwy and Paint Products,41.709791,-72.662614,,,,
1564,,Silas Deane Hwy and Beaver Rd 2,41.711088,-72.663047,,,,
1565,,Silas Deane Hwy and Church St,41.712777,-72.663576,,,,
1566,,Silas Deane Hwy and 460 Silas Deane Hwy,41.713975,-72.664021,,,,
1567,,Silas Deane Hwy and Opp Hillcrest Ave,41.71596,-72.664876,,,,
1568,,Silas Deane Hwy and Nott St,41.717078,-72.665454,,,,
1569,,Silas Deane Hwy and 291 Silas Deane Hwy,41.719341,-72.66666,,,,
1570,,Silas Deane Hwy and 266 Silas Deane Hwy,41.720289,-72.66713,,,,
1571,,Silas Deane Hwy and Opp Cumberland Ave,41.721058,-72.667418,,,,
1573,,Arch St and Main St,41.76265,-72.674071,,,,
1574,,Main St and Norland Ave,41.603195,-72.646572,,,,
1575,,Main St and Jefferson St,41.755601,-72.676424,,,,
1576,,Maple Ave and Retreat Ave,41.754369,-72.677154,,,,
1577,,Maple Ave and Essex St,41.751537,-72.678516,,,,
1578,,Maple Ave and Opp Pawtucket St,41.748867,-72.67983,,,,
1579,,Maple Ave and Barnard St,41.747286,-72.680633,,,,
1580,,Maple Ave and Opp Whitmore St,41.74474,-72.681946,,,,
1581,,Maple Ave and Bond St,41.743588,-72.682542,,,,
1582,,Campfield Ave and Barker St,41.74223,-72.682678,,,,
1583,,Campfield Ave and Adelaide St,41.740907,-72.682656,,,,
1584,,Campfield Ave and Bushnell St,41.739942,-72.682646,,,,
1585,,Campfield Ave and Preston St,41.738637,-72.682625,,,,
1586,,Campfield Ave and Douglas St,41.737421,-72.682167,,,,
1588,,Campfield Ave and South St,41.734256,-72.681399,,,,
1589,,Campfield Ave and Opp Cowles St,41.732612,-72.681438,,,,
1590,,Campfield Ave and Opp Goodrich St,41.730941,-72.681309,,,,
1591,,Campfield Ave and Cromwell St,41.729394,-72.681046,,,,
1592,,Campfield Ave and Opp Tredeau St,41.728652,-72.680926,,,,
1593,,Campfield Ave and Victoria Rd,41.727222,-72.680663,,,,
1594,,Hebron Ave and Citzens Dr,41.715373,-72.586733,,,,
1595,,Commerce St and 184 Commerce St,41.71095,-72.58222,,,,
1596,,John Fitch Blvd and Chapel Rd,41.811754,-72.612441,,,,
1598,,Tolland Tpke and 1414 Tolland Tpke,41.794576,-72.564645,,,,
1599,,Tolland Tpke and Opp J C Penny,41.795232,-72.561612,,,,
1600,,Tolland Tpke and Opp Burr Plaza,41.796593,-72.554311,,,,
1602,,Tolland Tpke and Burr Plaza,41.796772,-72.554734,,,,
1603,,Tolland Tpke and J C Penny,41.795331,-72.561988,,,,
1604,,Tolland Tpke and 1395 Tolland Tpke,41.794879,-72.564038,,,,
1605,,Tolland Tpke and Chapel Rd,41.793258,-72.571291,,,,
1606,,Chapel Rd and John Fitch Blvd,41.811512,-72.611956,,,,
1607,,Folly Brook Blvd and 102 Folly Brook Blvd,41.723583,-72.678794,,,,
1608,,Folly Brook Blvd and 68 Folly Brook Blvd,41.724584,-72.6793,,,,
1609,,Folly Brook Blvd and 22 Folly Brook Blvd,41.726167,-72.680096,,,,
1610,,Campfield Ave and Victoria Rd,41.727231,-72.680408,,,,
1611,,Campfield Ave and Tredeau St,41.728724,-72.680696,,,,
1612,,Campfield Ave and Goodrich St,41.73094,-72.681067,,,,
1613,,Campfield Ave and Cowles St,41.732594,-72.681196,,,,
1614,,Campfield Ave and South St,41.734319,-72.681144,,,,
1615,,Campfield Ave and Brown St,41.735918,-72.68125,,,,
1616,,Campfield Ave and Douglas St,41.737519,-72.681949,,,,
1617,,Campfield Ave and Preston St,41.738699,-72.682382,,,,
1618,,Campfield Ave and Bushnell St,41.740236,-72.682416,,,,
1619,,Campfield Ave and Adelaide St,41.741255,-72.682426,,,,
1620,,Campfield Ave and Maple Ave,41.742953,-72.682471,,,,
1621,,Maple Ave and Whitmore St,41.744374,-72.681862,,,,
1622,,Maple Ave and Opp Barnard St,41.747473,-72.680293,,,,
1623,,Maple Ave and Pawtucket St,41.748777,-72.6796,,,,
1624,,Maple Ave and 270 Maple Ave,41.74984,-72.679077,,,,
1625,,Maple Ave and Opp Midas Muffler,41.754288,-72.676827,,,,
1627,,Windsor St and Travelers,41.773686,-72.67246,,,,
1628,,Windsor St and Opp Canton St,41.778306,-72.672401,,,,
1629,,Windsor St and Opp Pavilion St,41.781684,-72.67146,,,,
1630,,Windsor St and Battles Dr,41.783506,-72.670887,,,,
1631,,Windsor St and Opp Warren St,41.784936,-72.670459,,,,
1632,,Windsor St and Opp Loomis St,41.786061,-72.67013,,,,
1633,,Windsor St and Sanford St,41.787232,-72.669763,,,,
1634,,Windsor St and 760 Windsor St,41.788545,-72.669361,,,,
1635,,Windsor St and Cushman,41.790198,-72.66886,,,,
1636,,Windsor St and Boce Barlow Way,41.791234,-72.668506,,,,
1637,,Deerfield Rd and Stanadyne,41.819761,-72.652898,,,,
1638,,Deerfield Rd and Amaryllis Dr,41.822988,-72.653205,,,,
1639,,Deerfield Rd and Midian Ave,41.824007,-72.653603,,,,
1640,,Deerfield Rd and Lovell Ave,41.825536,-72.653927,,,,
1641,,Deerfield Rd and Colton St,41.827951,-72.654988,,,,
1642,,Windsor Ave and Putnam Highway,41.817826,-72.656637,,,,
1643,,Windsor Ave and C V S,41.820007,-72.656474,,,,
1644,,Windsor Ave and Windsor Shops,41.822063,-72.656324,,,,
1645,,Windsor Ave and Deerfield Windsor Apts,41.826585,-72.655949,,,,
1646,,Windsor Ave and 900 Windsor Ave,41.830365,-72.655479,,,,
1647,,Windsor Ave and Valley View Dr,41.832982,-72.654029,,,,
1648,,Windsor Ave and Opp Ludlow Rd,41.836181,-72.653476,,,,
1649,,Windsor Ave and Opp Laurel Ave,41.837494,-72.653206,,,,
1650,,Windsor Ave and Opp Park Ave,41.838726,-72.651966,,,,
1651,,Windsor Ave and Opp Hillcrest Rd,41.839413,-72.651066,,,,
1652,,Windsor Ave and 1221 Windsor Ave,41.840921,-72.649219,,,,
1653,,Broad St and Island Rd,41.843574,-72.647745,,,,
1654,,Broad St and Opp Capen St,41.845423,-72.647243,,,,
1655,,Broad St and Opp Remington Rd,41.846808,-72.646609,,,,
1656,,Broad St and Batchelder Rd,41.84862,-72.645233,,,,
1658,,Mechanic St and R R Station,41.851431,-72.642012,,,,
1659,,Bina Ave and Matianuck Ave,41.809335,-72.662913,,,,
1660,,Matianuck Ave and Opp White Rock Dr,41.811232,-72.664594,,,,
1661,,Matianuck Ave and Oak St,41.813138,-72.666553,,,,
1662,,Matianuck Ave and Opp Three Rod Rd,41.815375,-72.668912,,,,
1663,,Matianuck Ave and Lee Ln,41.816298,-72.670547,,,,
1664,,Matianuck Ave and W Wolcott Ave,41.818319,-72.6715,,,,
1665,,Matianuck Ave and Opp St Gertrude,41.821091,-72.672464,,,,
1666,,Matianuck Ave and Rood Ave,41.824175,-72.672917,,,,
1667,,Matianuck Ave and Opp Washington Rd,41.826329,-72.673095,,,,
1668,,Matianuck Ave and 720 Matianuck Ave,41.827402,-72.673165,,,,
1669,,Matianuck Ave and Opp Windbrook Dr,41.829377,-72.673318,,,,
1670,,Matianuck Ave and Delilah Dr,41.831407,-72.673859,,,,
1671,,Matianuck Ave and Opp Lincoln Way,41.83233,-72.675701,,,,
1672,,Matianuck Ave and 878 Matianuck Ave,41.833983,-72.675879,,,,
1673,,Matianuck Ave and Robin Rd,41.836055,-72.673813,,,,
1674,,Matianuck Ave and Park Ave,41.837234,-72.673107,,,,
1675,,Matianuck Ave and Hale Dr,41.838931,-72.672145,,,,
1676,,Matianuck Ave and 1110 Matianuck Ave,41.841056,-72.670321,,,,
1677,,Matianuck Ave and Kimberly Dr,41.842082,-72.669361,,,,
1678,,Matianuck Ave and Opp Donna Ln,41.843252,-72.66823,,,,
1679,,Matianuck Ave and Dudley Town Rd,41.845807,-72.667388,,,,
1680,,Mountain Rd and Matianuck Ave,41.846977,-72.666257,,,,
1681,,Mountain Rd and Morris Dr,41.848399,-72.666993,,,,
1682,,Bloomfield Ave and Advo,41.852653,-72.66702,,,,
1683,,Bloomfield Ave and Opp William St,41.851734,-72.660909,,,,
1684,,Bloomfield Ave and Cook Hill Rd,41.851642,-72.659308,,,,
1685,,Bloomfield Ave and Parkwood Dr,41.851712,-72.65767,,,,
1686,,Bloomfield Ave and Heritage Dr,41.852138,-72.655377,,,,
1687,,Bloomfield Ave and Welch Ave,41.85222,-72.650416,,,,
1688,,Bloomfield Ave and Spring St,41.852511,-72.646982,,,,
1689,,Central St and Broad St,41.852067,-72.643308,,,,
1690,,Poquonock Ave and Opp Spring St,41.854585,-72.647292,,,,
1691,,Poquonock Ave and East St,41.85634,-72.649665,,,,
1692,,Poquonock Ave and Pleasant St,41.857932,-72.650668,,,,
1694,,Poquonock Ave and Marshall St,41.860831,-72.652674,,,,
1695,,Poquonock Ave and Opp Pigeon Hill Rd,41.862611,-72.653859,,,,
1696,,Poquonock Ave and Tiffany Dr,41.865107,-72.655636,,,,
1697,,Poquonock Ave and Adam Hill Rd,41.866995,-72.65693,,,,
1698,,Poquonock Ave and Windsor Rehab,41.868767,-72.65843,,,,
1699,,Poquonock Ave and Rivers Bend Apt,41.871709,-72.659624,,,,
1700,,Poquonock Ave and Brentwood Ln,41.878689,-72.665977,,,,
1701,,Poquonock Ave and Hansom Hill Rd,41.882517,-72.667206,,,,
1702,,Poquonock Ave and Sawka Cir,41.884323,-72.667991,,,,
1703,,Poquonock Ave and E View Dr,41.886515,-72.669988,,,,
1704,,Poquonock Ave and Marshall Phelps Rd,41.890399,-72.673863,,,,
1705,,Poquonock Ave and Opp Prospect Hill Rd,41.892842,-72.676152,,,,
1706,,Poquonock Ave and River Bend Ln,41.894873,-72.677288,,,,
1707,,Poquonock Ave and Stacy Dr,41.897162,-72.678327,,,,
1708,,Poquonock Ave and Tunxis St,41.899657,-72.679001,,,,
1709,,Poquonock Ave and Opp Niles Rd,41.903089,-72.679079,,,,
1710,,Poquonock Ave and Oxcart Dr,41.904788,-72.679027,,,,
1715,,Ella Grasso Tpke and Turnpike Barber Shp,41.918063,-72.672528,,,,
1716,,Ella Grasso Tpke and Homewood Suites,41.919233,-72.671687,,,,
1717,,Ella Grasso Tpke and Corporate Dr,41.922762,-72.669785,,,,
1718,,Ella Grasso Tpke and Halfway House Rd,41.921707,-72.669982,,,,
1719,,Schoephoester Rd and Hertz Car,41.924964,-72.672949,,,,
1720,,Schoephoester Rd and Postal Rd,41.925193,-72.677223,,,,
1721,,Kennedy Rd and Iron Mountain Co,41.894043,-72.650443,,,,
1722,,Kennedy Rd and River St,41.896906,-72.652038,,,,
1723,,Kennedy Rd and Hayden Station Rd,41.901044,-72.651979,,,,
1724,,Market St and Pequot St,41.773273,-72.67074,,,,
1726,,Weston St and Opp Rehab Ctr,41.783453,-72.663786,,,,
1727,,Weston St and Opp Enterprise Rent A Car,41.783156,-72.662684,,,,
1728,,Leibert Rd and Opp New England Cycle Shop,41.783214,-72.658648,,,,
1729,,Leibert Rd and Jennings Rd,41.786409,-72.655551,,,,
1731,,Weston St and Eckart Sinard,41.785794,-72.663744,,,,
1732,,Weston St and McDonalds,41.788215,-72.662454,,,,
1733,,Boce Barlow Way and Weston St,41.789493,-72.663117,,,,
1734,,Schoephoester Rd and Roncari Express Parking,41.924898,-72.676981,,,,
1735,,Schoephoester Rd and Opp Hertz Car,41.924662,-72.673958,,,,
1736,,Ella Grasso Tpke and Opp Corporate Dr,41.9227,-72.67015,,,,
1737,,Ella Grasso Tpke and Burger King,41.921011,-72.670821,,,,
1738,,Ella Grasso Tpke and LaQuinta Inn,41.919109,-72.672161,,,,
1739,,Ella Grasso Tpke and Double Tree,41.917921,-72.673001,,,,
1743,,Poquonock Ave and 1871 Poquonock Ave,41.907729,-72.679191,,,,
1744,,Poquonock Ave and Opp Oxcart Dr,41.905119,-72.679245,,,,
1745,,Poquonock Ave and Niles Rd,41.902804,-72.679335,,,,
1746,,Poquonock Ave and West St,41.898835,-72.679222,,,,
1747,,Poquonock Ave and Opp Stacy Dr,41.897145,-72.678582,,,,
1748,,Poquonock Ave and Opp River Bend Ln,41.894775,-72.677507,,,,
1749,,Poquonock Ave and Prospect Hill Rd,41.89253,-72.676152,,,,
1750,,Poquonock Ave and Marshall Phelps Rd,41.890185,-72.673985,,,,
1752,,Poquonock Ave and Opp Apple Tree Ln,41.886453,-72.670255,,,,
1753,,Poquonock Ave and Opp Sawka Cir,41.884511,-72.668427,,,,
1754,,Poquonock Ave and Farmstead Ln,41.882007,-72.667256,,,,
1755,,Poquonock Ave and 875 Poquonck Ave,41.877948,-72.66627,,,,
1756,,Poquonock Ave and Hudson St,41.876473,-72.66614,,,,
1757,,Poquonock Ave and Day Hill Rd,41.875283,-72.665063,,,,
1758,,Poquonock Ave and Price Chopper,41.871414,-72.659709,,,,
1759,,Poquonock Ave and Opp Windsor Rehab,41.868383,-72.658503,,,,
1760,,Poquonock Ave and Adam Hill Rd,41.86662,-72.656894,,,,
1761,,Poquonock Ave and Opp Tiffany Dr,41.86509,-72.655867,,,,
1762,,Poquonock Ave and Pigeon Hill Rd,41.862656,-72.654138,,,,
1763,,Poquonock Ave and Marshall St,41.860679,-72.652784,,,,
1764,,Poquonock Ave and Taylor St,41.857915,-72.650923,,,,
1765,,Poquonock Ave and Opp East St,41.856188,-72.649835,,,,
1766,,Poquonck Ave and Loomis Ave,41.854621,-72.647777,,,,
1767,,Poquonock Ave and Spring St,41.85403,-72.646651,,,,
1768,,Kennedy Rd and Opp Hayden Station Rd,41.901143,-72.652428,,,,
1769,,Kennedy Rd and River St,41.89671,-72.652439,,,,
1770,,Kennedy Rd and High Path Rd,41.894751,-72.651339,,,,
1771,,Central St and C V S,41.85188,-72.643272,,,,
1777,,Bloomfield Ave and Opp Heritage Dr,41.851985,-72.654759,,,,
1778,,Bloomfield Ave and Parkwood Dr,41.851961,-72.657245,,,,
1779,,Bloomfield Ave and Cook Hill Rd,41.851785,-72.658932,,,,
1780,,Bloomfield Ave and William St,41.852038,-72.660908,,,,
1781,,Bloomfield Ave and Dunfey Ln,41.852867,-72.66668,,,,
1782,,Mountain Rd and Barry Ln,41.848658,-72.66732,,,,
1783,,Mountain Rd and Matianuck Ave,41.846816,-72.666403,,,,
1784,,Mountain Rd and Opp Dudley Town Rd,41.846075,-72.666999,,,,
1785,,Matianuck Ave and Donna Ln,41.843315,-72.668497,,,,
1786,,Matianuck Ave and Opp Kimberly Dr,41.842404,-72.669336,,,,
1787,,Matianuck Ave and 111 Matianuck Ave,41.840895,-72.670758,,,,
1788,,Matianuck Ave and Opp Hale Dr,41.839279,-72.672217,,,,
1789,,Matianuck Ave and Park Ave,41.837082,-72.673447,,,,
1790,,Matianuck Ave and Opp Robin Rd,41.836073,-72.674116,,,,
1791,,Matianuck Ave and Sunnyside Cir,41.833653,-72.676268,,,,
1792,,Matianuck Ave and Lincoln Way,41.832151,-72.675786,,,,
1793,,Matianuck Ave and Windbrook Dr,41.82885,-72.673526,,,,
1794,,Matianuck Ave and 715 Matianuck Ave,41.826964,-72.673384,,,,
1795,,Matianuck Ave and Washington Rd,41.826231,-72.673325,,,,
1796,,Matianuck Ave and Opp Rodd Ave,41.824023,-72.673148,,,,
1797,,Matianuck Ave and St Gertrude,41.821199,-72.672754,,,,
1798,,Matianuck Ave and W Wolcott Ave,41.818346,-72.671766,,,,
1799,,Matianuck Ave and Opp Lee Ln,41.816334,-72.670862,,,,
1800,,Matianuck Ave and Three Rod Rd,41.815259,-72.669118,,,,
1801,,Matianuck Ave and Opp Oak St,41.813568,-72.667013,,,,
1802,,Matianuck Ave and White Rock Dr,41.811062,-72.664715,,,,
1803,,Matianuck Ave and Bina Ave,41.809139,-72.663241,,,,
